"sep=,"
Name,Type,Color,Rarity,Author,Power,Toughness,Mana cost,Converted mana cost,Count,Foil count,Special foil count,Price,Foil price,Number,Set,Set code,ID,Multiverse ID,Comments,To trade,Condition,Grading,Languages,TCG ID,Cardmarket ID,Scryfall ID
"Bladed Battle-Fan","Artifact - Equipment",Noir,Commune,"Colin Boyer",0,0,(1)(B),2,3,0,0,$0.10,$0.13,91,"March of the Machine",MOM,84192,0,,0,"","","",491698,704784,a28f5de4-2af6-44ff-9bb8-d874f8ae7dd1
"Bladegraft Aspirant","Creature - Phyrexian Warrior",Rouge,Commune,"Valera Lutfullina",2,3,(2)(R),3,2,0,0,$0.08,$0.18,122,"Phyrexia: All Will Be One",ONE,83014,0,,0,"","","",479573,694746,2d6cf933-73fe-4e79-8d0b-29dc0f18b25d
"Bladehold War-Whip","Artifact - Equipment",Multi-couleurs,Peu commune,"Tony Foti",0,0,(1)(R)(W),3,2,0,0,$0.11,$0.16,197,"Phyrexia: All Will Be One",ONE,83089,0,,0,"","","",478449,693225,563e9ba5-e0ec-4fb3-8301-689aa145cc19
"Blazing Crescendo","Instant",Rouge,Commune,"Tiffany Turrill",0,0,(1)(R),2,1,0,0,$0.13,$0.24,123,"Phyrexia: All Will Be One",ONE,83015,0,,0,"","","",479576,694747,d6bfc16a-2871-40a4-b279-636b80491a06
"Blight Pile","Creature - Phyrexian",Noir,Peu commune,"Olivier Bernard",3,3,(1)(B),2,1,0,0,$0.04,$0.15,82,"Dominaria United",DMU,76778,574562,,0,"","","",283147,671918,0dcc2699-03e6-47d1-b976-1453fe9d27b7
"Blightbelly Rat","Creature - Phyrexian Rat",Noir,Commune,"Yeong-Hao Han",2,2,(1)(B),2,2,0,0,$0.12,$0.18,85,"Phyrexia: All Will Be One",ONE,82977,0,,0,"","","",478927,693875,9255cd01-a611-4fec-b9ec-b271687740ba
"Blighted Burgeoning","Enchantment - Aura",Vert,Commune,"Piotr Foksowicz",0,0,(2)(G),3,2,0,0,$0.07,$0.15,177,"March of the Machine",MOM,84295,0,,0,"","","",491729,704815,007324b3-b8a9-4a32-a5a1-ad78f3a07bc3
"Blighted Woodland","Land",Sans couleur,Peu commune,"Jason Felix",0,0,,0,1,0,0,$0.16,$0.16,166,"Midnight Hunt Commander",MIC,69034,539427,,0,"","","",248644,575469,113bc443-cccc-434d-b3e4-53d15056175d
"Blightreaper Thallid","Creature - Fungus",Noir,Peu commune,"Marta Nael",2,2,(1)(B),2,1,0,0,$0.12,$0.14,92,"March of the Machine",MOM,84193,0,,0,"","","",490814,704362,f1150ea9-02b5-4767-a529-6149d758830e
"Blightsower Thallid","Creature - Phyrexian Fungus",Multi-couleurs,Peu commune,"Marta Nael",3,3,,2,1,0,0,$0.12,$0.14,92,"March of the Machine",MOM,84194,0,,0,"","","",490814,704362,f1150ea9-02b5-4767-a529-6149d758830e
"Bloated Processor","Creature - Phyrexian",Noir,Rare,"Brock Grossman",3,2,(2)(B),3,1,0,0,$0.02,$0.24,93,"March of the Machine",MOM,84195,0,,0,"","","",490677,704363,66ddcca8-5720-4341-acce-c6694ddc97f8
"Blood Pact","Instant",Noir,Commune,"Sam White",0,0,(2)(B),3,1,0,0,$0.10,$0.20,88,"Innistrad: Midnight Hunt",MID,68541,534856,,0,"","","",248307,575034,607b1066-1ca0-45e1-a55c-30aed77cc8dc
"Bloodtithe Collector","Creature - Vampire Noble",Noir,Peu commune,"Maria Zolotukhina",3,4,(4)(B),5,1,0,0,$0.07,$0.24,90,"Innistrad: Midnight Hunt",MID,68543,534858,,0,"","","",248310,575036,57d5e536-7774-4949-8127-727ae4d8fc80
"Bloomwielder Dryads","Creature - Dryad",Multi-couleurs,Peu commune,"Filip Burburan",3,3,,4,2,0,0,$0.13,$0.13,237,"March of the Machine",MOM,84373,0,,0,"","","",490505,704061,e454bf31-5aa0-4109-a3f5-c3f9cc838682
"Blossoming Calm","Instant",Blanc,Peu commune,"Michael C. Hayes",0,0,(W),1,1,0,0,$0.23,$0.38,7,"Modern Horizons 2",MH2,65376,522083,,0,"","","",240187,566789,792610fd-736d-43b0-8899-dbb5accddca0
"Blossoming Sands","Land",Sans couleur,Commune,"Robin Olausson",0,0,,0,1,0,0,$0.11,$0.11,268,"March of the Machine",MOM,84409,0,,0,"","","",484562,697779,e34684d6-2935-4776-9a86-b603ad8cf624
"Blue Sun's Twilight","Sorcery",Bleu,Rare,"Piotr Dura",0,0,(X)(U)(U),2,1,0,0,$0.43,$0.67,43,"Phyrexia: All Will Be One",ONE,82935,0,,0,"","","",475510,689722,3a836e6b-6854-4f6f-bc78-2da1fd4dd224
"Bog Badger","Creature - Badger",Vert,Commune,"Sam Burley",3,3,(2)(G),3,2,0,0,$0.04,$0.07,156,"Dominaria United",DMU,76852,574636,,0,"","","",283263,671910,3d31d878-9114-4205-b7a9-bb13ce6aedd2
"Bola Slinger","Creature - Cat Soldier",Blanc,Commune,"Hendry Iwanaga",2,2,(3)(W),4,1,0,0,$0.13,$0.23,8,"March of the Machine",MOM,84089,0,,0,"","","",491704,704734,896043a7-c7a2-4542-8739-7b4f09c6e1f1
"Bonded Herdbeast","Creature - Beast",Vert,Commune,"Jokubas Uogintas",4,5,(4)(G),5,1,0,0,$0.04,$0.16,178,"March of the Machine",MOM,84296,0,,0,"","","",0,704816,61972ddb-3421-4f22-a47a-89cea944dd02
"Bone Shards","Sorcery",Noir,Commune,"Tommy Arnold",0,0,(B),1,1,0,0,$0.16,$0.19,76,"Modern Horizons 2",MH2,65446,522152,,0,"","","",239792,566318,1ee98955-4c47-4d45-9377-608dfa755337
"Bone Shredder","Creature - Minion",Noir,Peu commune,"Ron Spencer",1,1,(2)(B),3,1,0,0,$0.12,$0.20,272,"Modern Horizons 2",MH2,65644,526243,,0,"","","",240044,566627,63d0b5f0-ed45-4b30-9c24-1c12011e3513
"Bone Splinters","Sorcery",Noir,Commune,"Jeremy Wilson",0,0,(B),1,1,0,0,$0.09,$0.11,83,"Dominaria United",DMU,76779,574563,,0,"","","",283689,672663,106b5c96-d1bd-433d-955e-ace0b60d3bc3
"Bonepicker Skirge","Creature - Phyrexian Imp",Noir,Commune,"Flavio Girón",2,2,(2)(B),3,3,3,0,$0.13,$0.13,436,"Phyrexia: All Will Be One Collectors",ONE,83328,0,,0,"","","",479007,693873,14c1b7bb-79ca-44c2-9152-d302ca00eb3e
"Boon of Safety","Instant",Blanc,Commune,"Robin Olausson",0,0,(W),1,1,0,0,$0.08,$0.20,4,"Streets of New Capenna",SNC,72841,555205,,0,"","","",269046,652151,2069310a-9fb6-41b7-bbd5-849e3df05632
"Bortuk Bonerattle","Legendary Creature - Troll Shaman",Multi-couleurs,Peu commune,"Wayne Reynolds",4,4,(4)(B)(G),6,1,0,0,$0.09,$0.09,197,"Dominaria United",DMU,76893,574677,,0,"","","",283130,671630,9a25855f-abfc-482d-a36b-088b023a7df6
"Bortuk Bonerattle","Legendary Creature - Troll Shaman",Multi-couleurs,Peu commune,"Justin Hernandez & Alexis Hernandez",4,4,(4)(B)(G),6,3,0,0,$0.03,$0.09,296,"Dominaria United Collectors",DMU,76998,578049,,0,"","","",283131,671731,6f342de7-f179-4894-96e4-56339d32f801
"Botanical Brawler","Creature - Elemental Warrior",Multi-couleurs,Peu commune,"Jesper Ejsing",0,0,(G)(W),2,1,0,0,$0.15,$0.15,220,"March of the Machine",MOM,84348,0,,0,"","","",490416,703456,977c15c9-2aad-4d1d-86a6-1f9d78ad7af6
"Botanical Plaza","Land",Sans couleur,Commune,"Olga Tereshenko",0,0,,0,1,0,0,$0.05,$0.13,350,"Streets of New Capenna Collectors",SNC,73193,559235,,0,"","","",268396,651386,ac068b57-568b-41f6-90d2-7b0eef99a74d
"Bottle Golems","Artifact Creature - Golem",Sans couleur,Commune,"Kev Walker",3,3,(4),4,1,0,0,$0.07,$0.07,222,"Modern Horizons 2",MH2,65594,522298,,0,"","","",239598,565939,513a36a1-b2e3-4779-b8a7-66f01c488bf0
"Bounding Wolf","Creature - Wolf",Vert,Commune,"Andrea Radeck",3,2,(2)(G),3,1,0,0,$0.09,$0.10,170,"Innistrad: Midnight Hunt",MID,68640,534955,,0,"","","",248293,575059,74e22ed6-9d39-4feb-8c64-64cdd8313816
"Braids's Frightful Return","Enchantment - Saga",Noir,Peu commune,"Dominik Mayer",0,0,(2)(B),3,1,0,0,$0.10,$0.16,85,"Dominaria United",DMU,76781,574565,,0,"","","",283531,672443,49aa8d4c-04e9-4f38-9786-2c9ad735dd72
"Brainstealer Dragon","Creature - Dragon Horror",Noir,Rare,"Brent Hollowell",6,6,(5)(B)(B),7,1,0,0,$3.24,$3.24,670,"Commander Legends: Battle for Baldur's Gate",CLB,75040,567235,,0,"","","",273890,661295,0984b1f1-dfc8-4cb9-90a3-e084950438bf
"Brainstone","Artifact",Sans couleur,Peu commune,"Drew Tucker",0,0,(1),1,1,0,0,$0.11,$0.40,223,"Modern Horizons 2",MH2,65595,522299,,0,"","","",238622,564639,10b9a9f6-5be5-47aa-8e2f-576d06c5abb9
"Bramble Armor","Artifact - Equipment",Vert,Commune,"Alessandra Pisano",0,0,(1)(G),2,1,0,0,$0.03,$0.03,171,"Innistrad: Midnight Hunt",MID,68641,534956,,0,"","","",248296,575060,621b58aa-c809-4baf-b2c8-3a46969598d7
"Branchblight Stalker","Creature - Phyrexian Elf Scout",Vert,Commune,"Krharts",3,1,(1)(G),2,2,0,0,$0.08,$0.08,160,"Phyrexia: All Will Be One",ONE,83052,0,,0,"","","",479088,694177,e5290a4c-1f98-4e97-a407-f951e386b8b0
"Brass Knuckles","Artifact - Equipment",Sans couleur,Peu commune,"Yeong-Hao Han",0,0,(4),4,1,0,0,$0.15,$0.20,234,"Streets of New Capenna",SNC,73071,555435,,0,"","","",268844,652120,fd31ee9e-1af7-4eb4-bda8-11451ebd6927
"Brazen Upstart","Creature - Elf Shaman",Multi-couleurs,Peu commune,"Dallas Williams",4,2,(R)(G)(W),3,1,0,0,$0.08,$0.11,169,"Streets of New Capenna",SNC,73006,555370,,0,"","","",268747,651853,3ae69722-9cb9-4fb7-830f-a284d4a72027
"Brazen Upstart","Creature - Elf Shaman",Multi-couleurs,Peu commune,"Samy Halim",4,2,(R)(G)(W),3,1,0,0,$0.02,$0.13,296,"Streets of New Capenna Collectors",SNC,73139,558694,,0,"","","",268748,651868,25fd80c9-e86c-48bd-8c8b-654a29665931
"Breach the Multiverse","Sorcery",Noir,Rare,"Liiga Smilshkalne",0,0,(5)(B)(B),7,1,0,0,$0.02,$1.01,94,"March of the Machine",MOM,84196,0,,0,"","","",484548,697766,daf51a76-7a57-4462-ae18-a19e817e49e5
"Break the Ice","Sorcery",Noir,Peu commune,"Nicholas Gregory",0,0,(B)(B),2,1,0,0,$0.08,$0.36,77,"Modern Horizons 2",MH2,65447,522153,,0,"","","",240320,566876,01ca9568-06b6-4c57-b1f6-8a74ec2a2b91
"Breathless Knight","Creature - Spirit Knight",Multi-couleurs,Commune,"Yeong-Hao Han",2,2,(1)(W)(B),3,1,0,0,$0.11,$0.14,187,"Modern Horizons 2",MH2,65558,522263,,0,"","","",240322,566793,c4785739-821d-49b0-a298-3c2b95e16972
"Briarbridge Tracker","Creature - Human Scout",Vert,Rare,"Mathias Kollros",2,3,(2)(G),3,4,0,0,$0.15,$0.36,172,"Innistrad: Midnight Hunt",MID,68642,534957,,0,"","","",248009,574861,e215a7bd-112f-4228-a99e-5a8cb4be5cee
"Brimstone Vandal","Creature - Devil",Rouge,Commune,"Andreas Zafiratos",2,3,(2)(R),3,1,0,0,$0.02,$0.14,130,"Innistrad: Midnight Hunt",MID,68591,534906,,0,"","","",247858,574752,10addf9a-daca-4b84-a9d3-f98f7b955af9
"Bring the Ending","Instant",Bleu,Commune,"LA Draws",0,0,(1)(U),2,1,0,0,$0.09,$0.24,44,"Phyrexia: All Will Be One",ONE,82936,0,,0,"","","",479083,694157,ba9d9d26-0c76-4a09-aa25-b32854e70c0b
"Broken Wings","Instant",Vert,Commune,"Svetlin Velinov",0,0,(2)(G),3,2,0,0,$0.10,$0.10,157,"Dominaria United",DMU,76853,574637,,0,"","","",283679,672685,0ced8d87-ac22-41b0-a632-298159cbb316
"Brokers Charm","Instant",Multi-couleurs,Peu commune,"Steve Argyle",0,0,(G)(W)(U),3,1,0,0,$0.10,$0.24,171,"Streets of New Capenna",SNC,73008,555372,,0,"","","",268251,651159,74c9c315-1cf4-468e-a74a-b5f3be4a63a1
"Bucknard's Everfull Purse","Artifact",Sans couleur,Peu commune,"Joe Slucher",0,0,(2),2,1,0,0,$0.31,$0.31,801,"The List",PLIST,75608,0,,0,"","","",275129,662663,38b51dbb-7d8e-41fc-9768-627fd4692555
"Burning Hands","Instant",Rouge,Peu commune,"Olena Richards",0,0,(1)(R),2,3,0,0,$0.12,$0.18,135,"Adventures in the Forgotten Realms",AFR,66251,527422,,0,"","","",243397,571552,66e2d723-3fa0-4411-8f98-e4e6b3a5e6df
"Burning Sun's Fury","Instant",Rouge,Commune,"Slawomir Maniak",0,0,(1)(R),2,1,0,0,$0.08,$0.16,133,"March of the Machine",MOM,84241,0,,0,"","","",0,704799,2731e181-f59c-446c-bb86-8f93bfbb10e9
"Burnished Dunestomper","Creature - Phyrexian Dog Warrior",Multi-couleurs,Commune,"Denys Tsiperko",4,3,,1,6,0,0,$0.09,$0.34,43,"March of the Machine",MOM,84133,0,,0,"","","",491761,704748,fdc37acc-05ba-4457-8a03-d635497bfb1b
"Buy Your Silence","Sorcery",Blanc,Commune,"Tony Foti",0,0,(4)(W),5,1,0,0,$0.07,$0.08,6,"Streets of New Capenna",SNC,72843,555207,,0,"","","",268753,651688,8c9ac05f-f47c-4569-a06e-793d28cbb936
"Cabal Initiate","Creature - Human Warlock",Noir,Commune,"Bastien L. Deharme",2,1,(1)(B),2,1,0,0,$0.09,$0.10,78,"Modern Horizons 2",MH2,65448,522154,,0,"","","",240384,566898,b279a03f-85ab-43f2-b5ca-1bc10563e5ad
"Cabaretti Charm","Instant",Multi-couleurs,Peu commune,"Steve Argyle",0,0,(R)(G)(W),3,1,0,0,$0.08,$0.24,173,"Streets of New Capenna",SNC,73010,555374,,0,"","","",267974,650862,08f33c8a-8e93-4296-964b-da132a854b3b
"Cabaretti Charm","Instant",Multi-couleurs,Peu commune,"Jérémie Solomon",0,0,(R)(G)(W),3,1,0,0,$0.10,$0.14,300,"Streets of New Capenna Collectors",SNC,73143,558698,,0,"","","",268441,650863,eb456da8-6a20-4d5e-9587-e8661ced525b
"Cabaretti Initiate","Creature - Raccoon Citizen",Vert,Commune,"Jason A. Engle",1,2,(G),1,1,0,0,$0.03,$0.12,137,"Streets of New Capenna",SNC,72974,555338,,0,"","","",268791,651847,6c691f62-009b-4178-8e8b-d6e88229a282
"Caldaia Strongarm","Creature - Human Warrior",Vert,Commune,"Randy Vargas",2,3,(4)(G),5,1,0,0,$0.05,$0.11,138,"Streets of New Capenna",SNC,72975,555339,,0,"","","",268843,652105,58b431d2-33c1-49d8-b45d-690c174bb456
"Call to the Feast","Sorcery",Multi-couleurs,Commune,"Yongjae Choi",0,0,(2)(W)(B),4,1,0,0,$0.03,$0.18,190,"Double Masters 2022",2X2,76080,571523,,0,"","","",277185,665770,cf31f32f-bbca-4e70-93ca-f74c20202939
"Candlegrove Witch","Creature - Human Warlock",Blanc,Commune,"Anna Christenson",2,2,(1)(W),2,1,0,0,$0.03,$0.08,8,"Innistrad: Midnight Hunt",MID,68447,534762,,0,"","","",247988,574810,dedfe6ea-cd43-4ec4-83a1-1f0f74e27f56
"Candlegrove Witch","Creature - Human Warlock",Blanc,Commune,"Brigitte Roka",2,2,(1)(W),2,1,0,0,$0.03,$0.08,287,"Innistrad: Midnight Hunt Collectors",MID,68784,0,,0,"","","",247989,574814,482c0eab-326b-41db-9be6-f98d15bbd0af
"Cankerbloom","Creature - Phyrexian Fungus",Vert,Peu commune,"Nicholas Gregory",3,2,(1)(G),2,1,0,0,$0.19,$0.29,161,"Phyrexia: All Will Be One",ONE,83053,0,,0,"","","",479492,694178,89b39293-6f57-4294-85fc-c718bdbb4d40
"Cankerbloom","Creature - Phyrexian Fungus",Vert,Peu commune,"Ravenna Tran",3,2,(1)(G),2,1,1,0,$0.65,$0.65,451,"Phyrexia: All Will Be One Collectors",ONE,83343,0,,0,"","","",479596,695046,bbfb112b-a148-4c28-9ba6-af535ec2d4fd
"Canopy Vista","Land - Forest Plains",Sans couleur,Rare,"Adam Paquette",0,0,,0,1,0,0,$0.64,$0.64,168,"Midnight Hunt Commander",MIC,69036,539429,,0,"","","",248633,575471,3d341014-9f36-477a-89ad-65c9d9449769
"Captain Lannery Storm","Legendary Creature - Human Pirate",Rouge,Rare,"Jody Clark",2,2,(2)(R),3,1,0,0,$0.14,$0.52,20,"Multiverse Legends",MUL,84554,0,,0,"","","",490427,704165,2ab5252d-e6b2-43ae-ac35-75f32082486c
"Captain N'ghathrod","Legendary Creature - Horror Pirate",Multi-couleurs,Mythique,"Andrey Kuzinskiy",3,6,(3)(U)(B),5,1,0,0,$9.34,$9.34,646,"Commander Legends: Battle for Baldur's Gate",CLB,75016,567103,,0,"","","",272612,659099,55c02dc8-0743-400c-b334-ca029caf0463
"Captain's Call","Sorcery",Blanc,Commune,"A. M. Sartor",0,0,(3)(W),4,1,0,0,$0.03,$0.05,9,"Dominaria United",DMU,76705,574489,,0,"","","",283634,672641,0c7ed7e0-0e80-44d3-a7af-b4c321239df8
"Captive Weird","Creature - Weird",Bleu,Peu commune,"Manuel Castañón",1,3,(U),1,1,0,0,$0.11,$0.11,49,"March of the Machine",MOM,84139,0,,0,"","","",490599,704014,70668650-0fb1-4486-a4e6-ab9a12be5626
"Captured by Lagacs","Enchantment - Aura",Multi-couleurs,Commune,"Andrew Mar",0,0,(1)(G)(W),3,1,0,0,$0.07,$0.13,188,"Modern Horizons 2",MH2,65559,522264,,0,"","","",240406,566870,7ce1c2a8-688b-4f63-8d58-e325efc6052a
"Carnivorous Canopy","Sorcery",Vert,Commune,"John Di Giovanni",0,0,(2)(G),3,3,0,0,$0.10,$0.11,162,"Phyrexia: All Will Be One",ONE,83054,0,,0,"","","",478384,692848,7b43ba43-f7ae-4e00-b797-2360c3ccd839
"Cathar Commando","Creature - Human Soldier",Blanc,Commune,"Evyn Fong",3,1,(1)(W),2,1,0,0,$0.19,$0.88,10,"Innistrad: Midnight Hunt",MID,68449,534764,,0,"","","",248248,575004,98cbc1c2-b76e-4da3-aa43-00e10b2ce532
"Celebrate the Harvest","Sorcery",Vert,Rare,"Eelis Kyttanen",0,0,(3)(G),4,1,0,0,$0.18,$0.18,24,"Midnight Hunt Commander",MIC,68929,540467,,0,"","","",248606,575425,70432583-33c1-4d1a-bb94-765f6d71fed3
"Celestial Judgment","Sorcery",Blanc,Rare,"Alexander Mokhov",0,0,(4)(W)(W),6,1,0,0,$0.40,$0.40,5,"Midnight Hunt Commander",MIC,68910,540448,,0,"","","",248581,575351,5fd29cd7-9950-49c0-9e71-d6b0f944292c
"Ceremonial Groundbreaker","Artifact - Equipment",Multi-couleurs,Peu commune,"Drew Baker",0,0,(1)(G)(W),3,1,0,0,$0.04,$0.05,175,"Streets of New Capenna",SNC,73012,555376,,0,"","","",268663,651646,0a542616-aa4d-40d9-acad-47bc98bd6281
"Chainer, Nightmare Adept","Legendary Creature - Human Minion",Multi-couleurs,Rare,"Steve Prescott",3,2,(2)(B)(R),4,1,0,0,$0.18,$0.52,289,"Modern Horizons 2",MH2,65661,526260,,0,"","","",240161,566690,d8089e7f-7619-43fe-8e0b-31ce5d988a1b
"Champion of Lambholt","Creature - Human Warrior",Vert,Rare,"Christopher Moeller",1,1,(1)(G)(G),3,1,0,0,$0.37,$0.37,136,"Midnight Hunt Commander",MIC,69004,539397,,0,"","","",248622,575436,0209078f-58cf-4584-9fff-95220bc865f5
"Change the Equation","Instant",Bleu,Peu commune,"Alix Branwyn",0,0,(1)(U),2,2,0,0,$0.30,$0.71,50,"March of the Machine",MOM,84141,0,,0,"","","",490660,704015,e98db9ed-b43f-4bc1-b7a9-ce03a534d992
"Chaos Warp","Instant",Rouge,Rare,"Trevor Claxton",0,0,(2)(R),3,1,0,0,$0.87,$2.39,105,"Double Masters 2022",2X2,75995,571438,,0,"","","",277212,664862,0c20d8d5-a54a-4d81-9211-e82a10abdde2
"Chaotic Transformation","Sorcery",Rouge,Rare,"Joseph Meehan",0,0,(5)(R),6,1,0,0,$0.12,$0.23,117,"Dominaria United",DMU,76813,574597,,0,"","","",282831,671911,bdfb44f1-e366-437a-bde3-59bfdb362864
"Charforger","Creature - Phyrexian Beast",Multi-couleurs,Peu commune,"Svetlin Velinov",2,3,(1)(B)(R),3,2,0,0,$0.05,$0.13,199,"Phyrexia: All Will Be One",ONE,83091,0,,0,"","","",479044,694182,45db6b46-c4b4-4684-8a49-53a64ffc82f2
"Charge of the Mites","Instant",Blanc,Commune,"Vladimir Krisetskiy",0,0,(2)(W),3,3,0,0,$0.07,$0.11,6,"Phyrexia: All Will Be One",ONE,82898,0,,0,"","","",479620,694706,42060b9d-de58-485e-817a-1e64839943aa
"Charismatic Vanguard","Creature - Dwarf Soldier",Blanc,Commune,"David Palumbo",3,2,(2)(W),3,1,0,0,$0.07,$0.08,10,"Dominaria United",DMU,76706,574490,,0,"","","",282768,671319,a51764fe-0d75-4cfa-a699-0d9e7ffb7843
"Chasm Skulker","Creature - Squid Horror",Bleu,Rare,"Jack Wang",1,1,(2)(U),3,1,0,0,$0.49,$0.49,714,"Commander Legends: Battle for Baldur's Gate",CLB,75086,567531,,0,"","","",273457,661791,f72c6461-8ba4-4ee7-b2c4-0f8d396ce585
"Chatterstorm","Sorcery",Vert,Commune,"Milivoj Ćeran",0,0,(1)(G),2,1,0,0,$0.11,$0.20,152,"Modern Horizons 2",MH2,65523,522228,,0,"","","",239746,566168,b34f0ac1-6894-4761-b62c-b85d927acf09
"Chef's Kiss","Instant",Rouge,Rare,"Iain McCaig",0,0,(1)(R)(R),3,1,0,0,$0.20,$0.34,120,"Modern Horizons 2",MH2,65490,522196,,0,"","","",239636,566159,c936ebbd-512a-49a6-ab23-16ac34b4a3a9
"Chimney Rabble","Creature - Phyrexian Goblin Warrior",Rouge,Commune,"Alexander Mokhov",3,3,(3)(R),4,3,0,0,$0.12,$0.12,126,"Phyrexia: All Will Be One",ONE,83018,0,,0,"","","",479582,694748,5668699d-8df8-426b-a04a-99cfe55e570b
"Choked Estuary","Land",Sans couleur,Rare,"Vincent Proce",0,0,,0,1,0,0,$0.32,$0.32,886,"Commander Legends: Battle for Baldur's Gate",CLB,75262,567703,,0,"","","",273507,662081,7c11cf7c-f71c-4416-acbc-d3d5807a7625
"Choking Miasma","Sorcery",Noir,Peu commune,"Inka Schulz",0,0,(1)(B)(B),3,2,0,0,$0.10,$0.10,86,"Dominaria United",DMU,76782,574566,,0,"","","",283151,671912,ba537452-3dab-4ecd-b65f-9e311a130d31
"Chomping Kavu","Creature - Kavu",Vert,Commune,"John Tedrick",3,3,(3)(G),4,2,0,0,$0.08,$0.11,179,"March of the Machine",MOM,84298,0,,0,"","","",491745,704877,31c249d9-37c0-451d-866b-e834c4c57214
"Chrome Cat","Artifact Creature - Cat",Sans couleur,Commune,"Joe Slucher",3,2,(3),3,1,0,0,$0.04,$0.21,236,"Streets of New Capenna",SNC,73073,555437,,0,"","","",268364,651264,85da50ba-2061-40f0-b3af-950b87f812cd
"Chrome Courier","Artifact Creature - Thopter",Multi-couleurs,Commune,"Hector Ortiz",1,1,(1)(W)(U),3,1,0,0,$0.03,$0.09,190,"Modern Horizons 2",MH2,65561,522266,,0,"","","",240407,566766,a11d8da1-a183-470a-b4ed-2e35ac5ab9a9
"Chrome Host Hulk","Creature - Phyrexian Troll",Multi-couleurs,Peu commune,"",5,5,,4,2,0,0,$0.11,$0.11,188,"March of the Machine",MOM,84308,0,,0,"","","",490511,704044,70b2cdc5-35b9-443d-b499-c8b75c0d0a64
"Chrome Prowler","Artifact Creature - Phyrexian Cat",Bleu,Commune,"Maxime Minard",3,2,(2)(U),3,2,0,0,$0.02,$0.07,45,"Phyrexia: All Will Be One",ONE,82937,0,,0,"","","",479553,694717,a94378a2-cbde-4adf-b889-43e90fc6ba28
"Cinderheart Giant","Creature - Giant Berserker",Rouge,Commune,"Viktor Titov",7,6,(5)(R)(R),7,1,0,0,$0.07,$0.10,126,"Kaldheim",KHM,62230,503738,,0,"","","",230429,530922,e4802e6c-6921-4dac-bf44-7e09d6942b71
"Citadel Siege","Enchantment",Blanc,Rare,"Steven Belledin",0,0,(2)(W)(W),4,1,0,0,$0.14,$0.14,81,"Midnight Hunt Commander",MIC,68949,539342,,0,"","","",248584,575361,9c13bc7c-a536-44d0-8c89-49ff33bee326
"Citizen's Arrest","Enchantment",Blanc,Commune,"Wisnu Tan",0,0,(1)(W)(W),3,1,0,0,$0.11,$0.11,11,"Dominaria United",DMU,76707,574491,,0,"","","",283142,671914,9806370b-51e3-4144-a847-6b367fb937ef
"Citizen's Crowbar","Artifact - Equipment",Blanc,Peu commune,"Slawomir Maniak",0,0,(1)(W),2,1,0,0,$0.11,$0.19,8,"Streets of New Capenna",SNC,72845,555209,,0,"","","",268913,652153,b68896f5-1e13-400a-a327-b6c6f00858b7
"City on Fire","Enchantment",Rouge,Rare,"Jake Murray",0,0,(5)(R)(R)(R),8,1,0,0,$8.23,$14.05,135,"March of the Machine",MOM,84243,0,,0,"","","",490547,704034,6f455cc1-a822-44ef-ba7c-bfcff69bd45e
"Cleansing Nova","Sorcery",Blanc,Rare,"Marta Nael",0,0,(3)(W)(W),5,1,0,0,$0.34,$0.34,82,"Midnight Hunt Commander",MIC,68950,539343,,0,"","","",248586,575362,e75658ef-9ae4-4f4b-ab5d-a7d4b31a9fce
"Cleaving Skyrider","Creature - Human Warrior",Blanc,Peu commune,"Joshua Raphael",2,2,(2)(W),3,1,0,0,$0.04,$0.10,12,"Dominaria United",DMU,76708,574492,,0,"","","",283277,672096,6544a289-3b27-4980-8ed7-22f50ae92c1a
"Clockwork Drawbridge","Artifact Creature - Wall",Blanc,Commune,"Nadia Hurianova",0,3,(W),1,1,0,0,$0.07,$0.10,13,"Dominaria United",DMU,76709,574493,,0,"","","",283668,672642,037cb79c-163d-4b36-bd93-954eca8fe26e
"Cloudsteel Kirin","Artifact Creature - Equipment Kirin",Blanc,Rare,"Jonathan Kuo",3,2,(2)(W),3,1,0,0,$0.25,$0.32,8,"Kamigawa: Neon Dynasty",NEO,71553,548299,,0,"","","",262596,607630,a13ddda7-da6e-415e-8886-295514f862d4
"Coalition Skyknight","Creature - Human Knight",Blanc,Peu commune,"Aaron Miller",2,2,(3)(W),4,1,0,0,$0.04,$0.10,14,"Dominaria United",DMU,76710,574494,,0,"","","",283143,671915,8b12da45-aff4-406d-83a3-39ecaff6ff56
"Coalition Warbrute","Creature - Minotaur Berserker",Rouge,Commune,"Will Gist",3,4,(3)(R),4,2,0,0,$0.03,$0.07,118,"Dominaria United",DMU,76814,574598,,0,"","","",283656,672672,554c422f-2a1b-47c0-9358-42b85cdbb84e
"Colossal Growth","Instant",Vert,Commune,"Eelis Kyttanen",0,0,(1)(G),2,1,0,0,$0.09,$0.09,158,"Dominaria United",DMU,76854,574638,,0,"","","",283175,671923,d9142f35-75f4-44c7-b03c-79c4a2d43c88
"Combat Research","Enchantment - Aura",Bleu,Peu commune,"Justine Cruz",0,0,(U),1,1,0,0,$0.29,$0.69,44,"Dominaria United",DMU,76740,574524,,0,"","","",283615,672650,6c44738c-706f-40b2-a09d-b21cd0889049
