Count,Tradelist Count,Name,Edition,Condition,Language,Foil,Tags,Scryfall ID,Last Modified
"1","0","Ichor Wellspring","Mirrodin Besieged","Near Mint","English","foil","EDH | AkAx,Signed","2d1ea522-a0f6-45a8-8985-6fcca95d60cc","2024-02-25 21:38:13.095420"
"1","0","Forgotten Cave","Onslaught","Near Mint","English","","Cube | bgc1 | 04-R","c5202668-a32c-4473-b272-e86264992576","2024-10-10 23:12:15.749439"
"3","3","Repulse","Conspiracy: Take the Crown","Near Mint","English","","BIN","4dc7777b-6e9e-4889-91da-fb5283340fa1","2025-03-07 03:51:39.594344"
"1","1","Restoration Specialist","Aether Revolt","Near Mint","English","","BIN","63682db3-1a56-4d8e-a9b7-04465a577518","2025-03-07 03:51:39.594344"
"1","0","War Room","Commander Legends","Near Mint","English","","","48d6ce7c-5dc8-449b-acbd-db259ae687ed","2025-03-16 02:13:31.699168"
"1","1","Lotus-Eye Mystics","Ultimate Masters","Near Mint","English","foil","BIN","c3170852-60a9-46bc-8183-b1a65fc3b82b","2025-03-07 03:52:25.198621"
"1","0","Earthshaker Dreadmaw","The Lost Caverns of Ixalan","Near Mint","English","foil","","cdcbba6f-aa54-44be-a3b0-f712fa8bd5ad","2024-03-29 00:35:00.485640"
"1","1","Itzquinth, Firstborn of Gishath","The Lost Caverns of Ixalan","Near Mint","English","foil","","7112c366-b36a-4bc8-aa64-6bad16bebc39","2025-01-20 23:57:43.801154"
"1","1","Rishkar's Expertise","Aether Revolt","Near Mint","Japanese","foil","","5d58ba68-05c1-4cd8-a93d-321cd1739ccb","2025-03-02 20:52:49.802394"
"1","0","Ophiomancer","Commander 2013","Good (Lightly Played)","English","","EDH | Butch,Signed","66d80dd1-b944-4cb2-8578-b4dbcabbbc1e","2024-11-14 02:37:31.908786"
"1","0","Smothering Tithe","Ravnica Allegiance","Near Mint","Japanese","","EDH | Tameshi","7af082fa-86a3-4f7b-966d-2be1f1d0c0bc","2023-03-25 23:43:59.548038"
"1","0","Swooping Pteranodon","Jurassic World Collection","Near Mint","English","foil","Collection | Jurassic Park","43aa5d97-7483-4f90-998d-70732a7ae1dc","2024-02-27 02:53:11.333006"
"1","0","Meticulous Archive","Murders at Karlov Manor","Near Mint","English","foil","EDH | Tameshi","652236c2-84ef-45e4-b5fc-ed6170bc3d6c","2024-03-02 22:58:56.562426"
"1","0","Credit Voucher","Mercadian Masques","Played","English","foil","EDH | Tameshi","1ab65242-17ad-4c22-9c70-aac8076d1b4c","2024-03-02 22:58:22.081035"
"1","1","Akawalli, the Seething Tower","The Lost Caverns of Ixalan - Showcase","Near Mint","English","foil","BIN","88e9dbe6-5685-480d-b0d7-828a7058fb22","2025-03-07 03:51:39.594344"
"8","8","Spirit Token","Conspiracy","Near Mint","English","","BIN","595c4665-48e1-492e-9e62-a49ec443e161","2025-03-07 03:51:39.594344"
"1","0","Plains (#293)","Kamigawa: Neon Dynasty","Near Mint","German","foil","EDH | Tameshi","ca8fb179-7e81-4b20-8b81-ea1aa97afe58","2023-06-01 21:59:35.286631"
"1","0","Woodland Cemetery","Innistrad","Near Mint","English","","EDH | Karador","67139101-ec5e-434b-be3a-21338cc33840","2019-06-15 15:32:50.655317"
"1","0","Fetid Pools","Amonkhet","Near Mint","English","","Cube | bgc1 | 08-Nonbasics","ae703d94-6f1f-463b-ab25-1b3f462e7e78","2024-10-10 23:11:51.042019"
"1","0","Rise and Shine","Modern Horizons 2","Near Mint","English","","","2e658cb2-11c5-4b59-a91c-f26ac28e82af","2024-07-05 20:35:37.136255"
"1","0","Chrome Host Seedshark","March of the Machine","Near Mint","English","foil","EDH | Tameshi","febaaeae-5c0d-45fa-8169-b27b4996f18e","2024-02-15 02:42:49.280982"
"1","0","Bennie Bracks, Zoologist","Streets of New Capenna Commander","Near Mint","English","","EDH | Rocco,Signed","3b21be33-c0f0-4ba9-b283-e498a71323c1","2024-02-25 21:34:34.179985"
"1","0","Voldaren Epicure","Innistrad: Crimson Vow","Near Mint","English","","Cube | bgc1 | 04-R","ae154e64-f626-45fb-bd52-840c1c27b2d3","2024-10-10 23:17:42.043159"
"1","0","Courser of Kruphix","Born of the Gods","Near Mint","English","","Signed","da5a807f-58e8-4d92-a61c-47bb9b28977f","2023-03-26 23:11:40.866062"
"1","0","Frost Titan","Duels of the Planeswalkers Game Promos","Near Mint","English","foil","Collection","0640c256-ef99-476a-95e1-31368472647e","2022-07-20 02:06:09.630321"
"1","1","Tasigur, the Golden Fang","Fate Reforged","Near Mint","English","","BIN","81f93ac5-d149-4ccf-8b99-13ecf3190c29","2025-03-07 03:52:25.198621"
"1","0","Birgi, God of Storytelling // Harnfel, Horn of Bounty","Kaldheim - Showcase","Near Mint","English","foil","EDH | Rocco","54dccbc0-528c-4e99-a6db-f2373978fe5f","2024-12-04 00:50:57.532131"
"1","0","Assassin's Trophy","Secret Lair Drop Series","Near Mint","English","","EDH | Karador","d00efb55-a859-408c-b727-6914584c06d2","2021-04-18 03:23:54.605402"
"1","0","Eagles of the North","Lord of the Rings: Tales of Middle-earth","Near Mint","English","foil","EDH | EllieAlan","c1bd3bc0-77bd-40fe-b4f1-835a04cb6e41","2025-03-02 20:51:43.543473"
"1","1","Alabaster Host Intercessor","March of the Machine","Near Mint","English","foil","BIN","165357cc-ec74-490f-aec3-7048bb43c8f9","2025-03-07 03:51:39.594344"
"1","0","Lunar Hatchling","Doctor Who","Near Mint","English","foil","EDH | EllieAlan","2cd60763-8954-4502-99ef-f4f38bf7671b","2024-04-13 21:38:35.672186"
"1","0","Sword of Forge and Frontier","Phyrexia: All Will Be One","Near Mint","English","","","2daa3621-8a2c-4b4b-87ac-f981192a0567","2024-01-07 20:03:18.671289"
"1","0","Invasion of Kaldheim","March of the Machine","Near Mint","English","foil","EDH | Rocco","f7cedd62-efc8-464d-8387-220bb55e07e9","2023-10-27 17:55:44.655703"
"1","0","Cast Out","Amonkhet","Near Mint","English","","Cube | bgc1 | 01-W","76ff0dd0-489e-4773-93f6-b77fc3b8ef2e","2025-03-16 02:06:33.563602"
"1","1","Disdainful Stroke","Guilds of Ravnica","Near Mint","English","","BIN","0193dfa3-8409-44be-b4be-6c3cad42d4a4","2025-03-07 03:51:39.594344"
"1","1","Dawn to Dusk","Commander 2015","Near Mint","English","","BIN","605ad738-1f3e-47c2-b6cb-f79d2f6c16f1","2025-03-07 03:51:39.594344"
"1","1","Honor of the Pure","Modern Event Deck 2014","Near Mint","English","","BIN","cf643b03-d388-451b-933a-28f3c4087877","2025-03-07 03:52:45.823066"
"3","3","Daybreak Chaplain","Core Set 2020","Near Mint","English","","BIN","0ce89a0b-d0e4-4c71-b131-0d3b0b76bc3b","2025-03-07 03:51:39.594344"
"1","1","Decommission","Aether Revolt","Near Mint","English","","BIN","1cca66e9-be21-4fc7-8951-cd99e9b213dc","2025-03-07 03:51:39.594344"
"1","1","Devouring Light","Magic 2015 Core Set","Near Mint","English","","BIN","217c8b3d-4675-49ad-8d86-8a5d6ca9cae5","2025-03-07 03:51:39.594344"
"1","1","Dismantling Blow","Commander 2018","Near Mint","English","","BIN","6dd93caf-3755-4e87-b399-22b93365ca8f","2025-03-07 03:51:39.594344"
"1","1","Dwarven Priest","Core Set 2019","Near Mint","English","","BIN","7e1e0f13-35a6-4a5e-8666-47bc5c275be7","2025-03-07 03:51:39.594344"
"1","1","Bounding Krasis","Magic Origins","Near Mint","English","","BIN","660befe5-9c98-4aa3-9ca7-e643eaf91490","2025-03-07 03:51:39.594344"
"1","1","Inescapable Blaze","Guilds of Ravnica","Near Mint","English","","BIN","46651efd-0906-4350-a1b8-52e3f8aff45d","2025-03-07 03:51:39.594344"
"1","1","Lightning Strike","Core Set 2019","Near Mint","English","","BIN","084b7337-c06f-4cbf-8fc0-0b20c221f1dc","2025-03-07 03:51:39.594344"
"1","1","Makindi Sliderunner","Battle for Zendikar","Near Mint","English","","BIN","9e6da400-ee4e-44d1-887d-1e2fb59b9322","2025-03-07 03:51:39.594344"
"1","1","Nettle Drone","Battle for Zendikar","Near Mint","English","","BIN","e633833a-cc4b-4c8c-a0d3-cd263e09df81","2025-03-07 03:51:39.594344"
"1","1","Rolling Thunder","Battle for Zendikar","Near Mint","English","","BIN","5dd980d5-c6d1-4834-977b-22e80f0b449d","2025-03-07 03:51:39.594344"
"2","2","Rubblebelt Boar","Guilds of Ravnica","Near Mint","English","","BIN","196bf114-e135-43f3-83d5-cb08ca766881","2025-03-07 03:51:39.594344"
"1","1","Shivan Fire","Dominaria","Near Mint","English","","BIN","21b9d339-99ed-4923-8f56-be37f29a0bfa","2025-03-07 03:51:39.594344"
"3","3","Sure Strike","Core Set 2019","Near Mint","English","","BIN","1e618ab0-b092-499c-b5e9-d374433ff19c","2025-03-07 03:51:39.594344"
"1","1","Tectonic Rift","Core Set 2019","Near Mint","English","","BIN","31b4db74-0c34-442f-a3f9-38194a75ef7b","2025-03-07 03:51:39.594344"
"1","1","Thunderous Wrath","Avacyn Restored","Near Mint","English","","BIN","daa39826-7f89-41cb-a7fe-7f7be817d5cd","2025-03-07 03:51:39.594344"
"1","1","Commune with Dinosaurs","Ixalan","Near Mint","English","","BIN","de4b9a07-6631-477a-8c77-3b04f211439d","2025-03-07 03:51:39.594344"
"3","3","Viashino Pyromancer","Core Set 2019","Near Mint","English","","BIN","a82fdb2f-b199-44ff-9615-90fc074cb8b0","2025-03-07 03:51:39.594344"
"1","1","Commencement of Festivities","Kaladesh","Near Mint","English","","BIN","f1724602-2ae1-40a4-aeb0-51a483a6948c","2025-03-07 03:51:39.594344"
"1","1","Declare Dominance","Core Set 2019","Near Mint","English","","BIN","78271f34-f62e-4771-b430-b121097b8fb6","2025-03-07 03:51:39.594344"
"1","1","Devkarin Dissident","Guilds of Ravnica","Near Mint","English","","BIN","490cd287-5f09-442f-9150-4a6ac2cf3e2e","2025-03-07 03:51:39.594344"
"2","2","Rhox Oracle","Core Set 2019","Near Mint","English","","BIN","281f04d5-af45-4494-ac11-a605d3a06643","2025-03-07 03:51:39.594344"
"2","2","Root Snare","Core Set 2019","Near Mint","English","","BIN","76b01fd2-139a-47ed-a8e3-021aa9c91b02","2025-03-07 03:51:39.594344"
"1","1","Sage of Shaila's Claim","Kaladesh","Near Mint","English","","BIN","0987d29a-2043-4341-89d5-5e34bb6507e2","2025-03-07 03:51:39.594344"
"1","1","Reclamation Sage","Core Set 2019","Near Mint","English","","BIN","2951026c-69bb-4ffc-a24f-b0795a12aa79","2025-03-07 03:52:25.198621"
"1","1","Scythe Leopard","Battle for Zendikar","Near Mint","English","","BIN","89ef0054-a290-4c41-846d-12f8119c52ae","2025-03-07 03:51:39.594344"
"1","1","Snake Umbra","Commander 2018","Near Mint","English","","BIN","ef824937-44ed-4dd9-a78c-1396c6642770","2025-03-07 03:52:25.198621"
"1","0","Vessel of Nascency","Shadows over Innistrad","Near Mint","English","","Cube | bgc1 | 05-G","89533790-38c2-4b53-90fa-8abf8c1a6abb","2024-10-10 23:17:28.960630"
"1","1","Vigilant Baloth","Core Set 2019","Near Mint","English","","BIN","34ad8e5d-0c26-4588-8161-b22197715d63","2025-03-07 03:51:39.594344"
"1","1","Hypothesizzle","Guilds of Ravnica","Near Mint","English","","BIN","d5690329-feb8-49c0-8f59-ee13782e8d3b","2025-03-07 03:51:39.594344"
"1","1","Oreskos Swiftclaw","Core Set 2019","Near Mint","English","","BIN","0ea1dfb4-1983-41f7-956c-f2a1d1489b54","2025-03-07 03:51:39.594344"
"1","1","Pegasus Courser","Core Set 2019","Near Mint","English","","BIN","0c04eafe-8be0-416e-a5b9-486a3b3b5984","2025-03-07 03:51:39.594344"
"1","1","Sage's Reverie","Commander 2018","Near Mint","English","","BIN","d20c3b2d-299c-4423-9091-6f8c0c1c0661","2025-03-07 03:52:45.823066"
"1","1","Sift Through Sands","Duel Decks: Mind vs. Might","Near Mint","English","","BIN","c1fd8a97-1c97-45fe-8c06-013a1f528919","2025-03-07 03:51:39.594344"
"1","1","Mind Rake","Modern Horizons","Near Mint","English","","BIN","682ccb0a-5e73-462e-a035-87d4dac59779","2025-03-07 03:51:39.594344"
"1","1","Morkrut Banshee","Commander 2014","Near Mint","English","","BIN","d951be27-d0ad-42ff-9a20-d41a32500da5","2025-03-07 03:51:39.594344"
"2","2","Whipflare","New Phyrexia","Near Mint","English","","BIN","5a7e6c10-d066-4967-932f-5b6c8d74568b","2025-03-07 03:52:25.198621"
"1","0","Survival of the Fittest","Exodus","Near Mint","English","","EDH | Karador,Signed","c060c178-3c0e-493f-b6f0-ead5b1d6f191","2022-01-04 22:52:12.326975"
"1","0","Lightning Rager Token | Lightning Rager Token]","Commander 2015","Near Mint","English","","Tokens","cde2b3db-d71b-401f-852c-81c39d585a16","2023-09-10 20:14:07.673661"
"1","0","Cranial Plating","Fifth Dawn","Near Mint","English","","EDH | AkAx","90ea95d0-9f95-462b-a080-22a5da7b2e97","2022-01-11 01:47:28.177546"
"1","0","Shipwreck Marsh","Innistrad: Midnight Hunt","Near Mint","English","","","7579824a-6e46-442b-95ff-03fea4adbba6","2024-07-05 20:35:37.136255"
"1","1","Golgari Charm","Return to Ravnica","Near Mint","English","","","48fce388-eefc-4234-8dd9-1260c1ba97eb","2022-02-10 04:23:57.015869"
"1","0","Stormcarved Coast","Innistrad: Crimson Vow","Near Mint","English","","EDH | Howler","299f1dee-b3d7-472b-aa0b-2f9b46a96da5","2025-03-15 22:42:51.301789"
"1","1","Old Rutstein","Innistrad: Crimson Vow - Showcase","Near Mint","English","foil","BIN","90930e16-4a77-4ce6-bab4-e099184d1b54","2025-03-07 03:52:25.198621"
"1","0","Life from the Loam","Secret Lair Drop Series","Near Mint","English","","EDH | Karador","899ed197-e434-4f01-a71f-053ae3820d6c","2020-02-09 20:30:20.272085"
"2","2","Return to Nature","War of the Spark","Near Mint","English","","BIN","085e3129-591b-46ec-ac8b-cff428927c01","2025-03-07 03:51:39.594344"
"4","4","Viridian Emissary","Mirrodin Besieged","Near Mint","English","","BIN","129fa334-f561-4fbd-9f51-2fa044b674e1","2025-03-07 03:51:39.594344"
"1","0","Talisman of Indulgence","Mirrodin","Near Mint","English","","EDH | AkAx","e14011b3-56ce-4b93-833f-d8403809159c","2021-09-05 01:52:39.876534"
"1","1","Big Game Hunter","Planar Chaos","Good (Lightly Played)","English","","BIN","a61f38a9-6f15-4186-a602-78cdb00f2d75","2025-03-07 03:52:25.198621"
"1","1","Swift Reckoning","Ultimate Masters","Near Mint","English","","BIN","820096b5-0d64-47a0-88a4-17d3f24cb165","2025-03-07 03:51:39.594344"
"2","0","Conflagrate","Time Spiral ""Timeshifted""","Good (Lightly Played)","English","","Modern | Dredge","efc5f7fb-b7a6-433d-a0bb-240c7aa0a720","2025-02-04 22:22:18.814151"
"5","5","Shivan Fire","Dominaria","Near Mint","English","","BIN","21b9d339-99ed-4923-8f56-be37f29a0bfa","2025-03-07 03:51:39.594344"
"2","2","Groundskeeper","Ultimate Masters","Near Mint","English","","BIN","9625498e-82e5-49e2-a7fa-f4ea0bb838db","2025-03-07 03:51:39.594344"
"1","0","Grist, the Hunger Tide","Modern Horizons 2 Borderless","Near Mint","English","","EDH | Karador,Signed","808a3770-057a-4985-ba5c-870d7b1cd527","2024-02-25 21:39:03.214997"
"1","1","Exotic Orchard","Commander 2016","Near Mint","English","","BIN","a95134ee-68d3-44d8-9098-403f100dc73b","2025-03-07 03:52:25.198621"
"1","0","Purphoros, God of the Forge","Theros","Near Mint","English","","Signed","7bf6baf2-d20b-467d-8929-abefcf7dfa99","2025-03-16 01:34:48.618181"
"1","0","Reclamation Sage","Magic Game Day Cards","Near Mint","English","","","cac912bb-f18a-4501-a5c0-aed8cb0a9e43","2024-01-07 20:01:38.615688"
"1","0","Path to Exile","Friday Night Magic","Near Mint","English","foil","","ccd50bd0-95a3-4480-8afb-ada8c4e806c9","2024-07-02 01:49:07.327869"
"1","0","Elemental Bond","Magic Origins","Near Mint","English","","","554a8769-c840-4c9d-9959-b075c174457b","2018-11-30 19:04:38.805619"
"1","0","Deathrite Shaman","Return to Ravnica","Played","English","","EDH | Karador,Signed","70496f16-c4c0-4c03-beef-454eb4824cd1","2018-12-12 14:39:23.461001"
"1","1","Trapjaw Tyrant","Rivals of Ixalan","Near Mint","English","","BIN","b2c280c8-3471-4ae1-be96-0f392b095ce2","2025-02-09 03:20:03.416248"
"1","0","Faithless Looting","Dark Ascension","Good (Lightly Played)","Japanese","","EDH | Howler","a1b0da17-d595-441d-811c-a2d28d2bb232","2025-03-16 01:05:08.974078"
"1","0","Gishath, Sun's Avatar","Ixalan","Near Mint","English","foil","Collection | Dinos","7335e500-342d-476d-975c-817512e6e3d6","2025-02-09 03:32:25.229186"
"1","0","Altar of Dementia","Conspiracy","Near Mint","English","","EDH | Karador","c16b08f8-9c26-450d-ad97-b7734e4f5bc4","2019-01-07 22:34:14.491411"
"1","1","Izzet Signet","Guildpact","Near Mint","English","","","f823be95-bef4-4e86-a924-239be62394bf","2024-06-18 22:03:32.658484"
"1","1","Ravenous Chupacabra","Masters 25","Near Mint","English","","BIN","f4846664-4463-4521-bb3f-3a4d00fa418d","2025-03-07 03:52:25.198621"
"1","1","Voyaging Satyr","Conspiracy: Take the Crown","Near Mint","English","","BIN","180773da-dadc-414a-92c6-f4e13c753718","2025-03-07 03:51:39.594344"
"1","0","Dispeller's Capsule","Commander 2016","Near Mint","English","","EDH | AkAx","0710e943-8882-4a31-973b-1bb07d545af8","2021-06-13 21:31:30.607135"
"1","0","Kodama's Reach","Champions of Kamigawa","Near Mint","English","","","85d207ac-0680-47ef-85d9-4323c1321d6f","2023-06-03 22:28:37.927456"
"1","0","Shivan Reef","Magic 2015 Core Set","Good (Lightly Played)","English","","","d07ded43-682b-417e-bcb4-0ef5186fd9ad","2024-05-28 22:53:37.723637"
"1","1","Turnabout","Urza's Saga","Near Mint","Japanese","","BIN","52000066-a8cd-418f-98d2-30354b959b32","2023-04-18 03:07:02.355539"
"1","0","Skullclamp","Commander","Near Mint","English","","Cube | bgc1 | 07-Colorless","ba8e9c6f-287d-496e-a12d-696d6d4ffacf","2024-10-10 23:16:20.041831"
"1","0","Steel Hellkite","Launch Parties","Near Mint","English","foil","EDH | AkAx","b268cd3b-af91-4c22-ac73-347babb69200","2021-06-13 21:38:10.540879"
"1","0","Everflowing Chalice","Friday Night Magic","Near Mint","English","foil","EDH | Butch","16c19ce8-b295-4043-863b-f781147f9e32","2025-03-16 17:17:23.390408"
"1","0","Fauna Shaman","Magic 2011","Near Mint","English","","EDH | Karador,Signed","c685e4c3-eb7b-4b9e-9676-395d69d80974","2024-02-25 21:37:02.218449"
"1","0","Karador, Ghost Chieftain","Judge Gift Program","Near Mint","English","foil","EDH | Karador","02fccffa-a83b-4ca9-897b-474e333c90f1","2018-11-30 19:04:51.599008"
"1","0","Necromancy","Visions","Near Mint","English","","EDH | Karador","311a6257-dd77-4bb6-81cb-c8e7862350f3","2018-11-30 19:04:51.599008"
"1","0","Selvala, Heart of the Wilds","Conspiracy: Take the Crown","Near Mint","English","","EDH | EllieAlan","99a3e619-fbdb-406c-9f21-eb582cb878c0","2024-03-25 01:58:47.405867"
"1","0","Gruul Turf","Guildpact","Near Mint","English","","","550b70e0-ebd5-49de-b62c-5224b8bf8e98","2023-10-27 17:56:09.832375"
"1","1","Forest (#246)","Zendikar","Near Mint","English","","","f0ca4b9f-4ee6-4ad8-a95f-326ada9de3cd","2023-12-05 22:27:19.125931"
"1","0","Grisly Salvage","Friday Night Magic","Near Mint","English","foil","EDH | Karador","03240882-c797-458d-b92d-8d8f0d9952dc","2018-11-30 19:04:51.599008"
"1","0","Greater Good","Judge Gift Program","Near Mint","English","foil","EDH | Karador","96bd83fe-ae97-4c5c-9e1e-3c48f624b24b","2023-08-06 02:54:24.345616"
"1","1","Forest (#271) (Full Art)","Battle for Zendikar","Near Mint","English","","","491b26e4-1d52-457c-a00c-bdee127f8a97","2023-12-05 22:27:32.975604"
"1","1","Forest (#273) (Full Art)","Battle for Zendikar","Near Mint","English","","","3f7f206a-7b5e-4fd5-8c9e-d665ac3f7dea","2023-12-05 22:27:42.633758"
"1","1","Forest (#274) (Full Art)","Battle for Zendikar","Near Mint","English","","","8c70181e-7b28-46b1-a51a-ba99e58e8566","2023-12-05 22:27:47.179229"
"1","1","Canopy Vista","Battle for Zendikar","Near Mint","English","","BIN","a3262c7f-4fdf-4648-ba59-9279c75d222d","2025-03-07 03:52:45.823066"
"1","1","Sword of the Meek","Future Sight","Near Mint","English","","BIN","e9f13705-6ede-4c29-a2b4-a082bf69e9c5","2025-03-07 03:52:45.823066"
"1","1","Thopter Foundry","Commander 2016","Near Mint","English","","BIN","a824a790-ab8d-4733-9ed6-1a24676fb8f3","2025-03-07 03:52:45.823066"
"1","0","Talisman of Dominance","Mirrodin","Near Mint","English","","","991037a2-fea2-49f5-8ace-ebbf9f678cff","2024-07-05 20:35:37.136255"
"1","0","Journey to Eternity","Rivals of Ixalan","Near Mint","English","foil","","d81c4b3f-81c2-403b-8a5d-c9415f73a1f9","2023-04-26 16:47:54.307539"
"1","0","Sulfur Falls","Innistrad","Near Mint","English","","EDH | Howler","4968b65d-50e5-4d7e-b78b-cdada1cbf7a7","2025-03-15 22:43:02.237856"
"1","0","Sacred Foundry","Gatecrash","Near Mint","English","","EDH | Rocco","0a26d900-c652-4f9c-8681-a35c5f8b1937","2024-02-03 04:10:14.563734"
"1","0","Temple Garden","Guilds of Ravnica","Near Mint","English","","EDH | Rocco","2b9b0195-beda-403e-bc27-7ae3be9f318c","2024-02-03 04:10:27.641934"
"1","0","Ghalta, Primal Hunger","Store Championship Promos","Near Mint","English","foil","","c11a7c2e-75e8-432e-84c4-df63e0df0981","2018-12-11 19:43:27.587249"
"1","0","Birds of Paradise","Media Inserts","Near Mint","English","foil","EDH | Karador","df87b2e4-033c-447f-9b52-b67de3e6fe41","2022-02-26 20:48:07.790498"
